사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-03,서해선,1980,김포공항,18,2,281,"2,354",608,"8,076","1,693","8,762","3,104","10,648","2,869","7,287","3,135","7,934","3,746","8,797","3,777","9,001","5,334","8,834","7,134","7,881","7,956","6,667","7,674","6,849","9,050","7,960","11,295","7,157","7,907","4,147","6,698","1,594","7,441","1,011","6,032",828,"2,153","1,009",55,334,0,0,0,0,0,0
2024-03,서해선,1981,원종,35,3,"4,884",755,"8,031","2,590","18,539","5,456","16,875","8,232","10,532","4,568","8,431","4,216","8,036","4,442","8,070","5,453","7,251","6,767","6,289","7,066","6,469","8,409","7,897","10,718","9,219","14,446","9,092","19,382","5,176","14,935","4,046","8,432","3,173","8,291","2,411","6,784","1,110","4,487",30,815,0,0,0,0,0,0
2024-03,서해선,1982,부천종합운동장,11,0,"2,632",354,"4,260","1,252","12,349","2,741","11,971","3,435","6,496","2,014","3,737","1,541","3,240","1,459","3,343","1,932","2,881","2,334","2,573","2,223","2,593","2,861","3,390","3,920","4,111","5,531","4,530","8,867","2,230","7,199","1,580","4,381","1,386","3,831","1,011","3,713",448,"2,299",38,438,0,0,0,0,0,0
2024-03,5호선,2511,방화,34,1,"5,424",6,"11,368","3,800","28,472","6,163","26,751","13,735","15,849","7,931","12,956","6,741","11,773","6,583","12,404","7,582","11,913","8,839","10,487","9,581","11,535","11,292","12,176","13,357","11,996","16,105","10,498","22,908","5,657","20,562","4,144","12,906","3,259","11,761","2,124","11,664",941,"6,810",125,"2,488",0,274,0,0,0,0
2024-03,5호선,2512,개화산,0,0,"4,191",252,"9,177","4,687","22,478","6,633","21,928","17,045","12,508","7,718","9,348","5,980","8,849","5,851","9,208","7,367","8,878","6,633","7,833","7,323","8,245","8,460","9,821","10,098","13,139","12,711","14,123","18,506","6,383","15,895","4,149","10,293","3,473","9,740","2,919","8,538",854,"5,049",105,"1,723",0,33,0,0,0,0
2024-03,5호선,2513,김포공항,3,0,839,"3,538","3,953","10,348","15,825","16,230","21,613","22,368","10,764","13,641","10,274","14,995","12,598","16,875","13,711","16,712","15,645","18,003","18,906","17,010","21,445","15,974","20,865","16,426","24,895","17,115","29,321","15,462","20,104","9,642","16,255","4,567","14,443","2,926","13,644","2,132","5,240","1,240",296,565,0,1,0,0,0,0
2024-03,5호선,2514,송정,23,0,"3,975","1,232","8,557","4,097","19,077","7,049","22,138","11,678","15,367","7,453","11,824","6,641","10,812","7,361","11,268","8,072","10,113","8,540","9,963","9,056","9,610","10,514","11,379","12,938","12,258","14,707","12,916","20,318","7,766","16,596","6,077","10,847","5,106","10,286","3,874","9,801","2,039","5,732",262,"1,936",0,0,0,0,0,0
2024-03,5호선,2515,마곡,7,0,"2,458","6,932","8,827","25,275","25,528","17,996","26,086","52,956","14,957","33,316","12,558","14,716","12,880","12,097","13,509","13,173","14,752","14,399","15,580","13,435","19,966","13,993","32,641","17,372","40,851","20,335","43,541","29,626","21,170","22,076","15,530","12,156","13,261","10,697","9,070","10,590","3,607","5,575",493,"2,278",0,0,0,0,0,0
2024-03,5호선,2516,발산,9,1,"3,804","2,571","10,646","14,561","28,875","42,917","30,760","125,475","21,234","63,709","21,351","34,528","25,386","34,702","29,365","33,823","32,646","35,266","37,122","31,556","43,469","32,515","50,396","35,674","76,140","42,550","97,193","57,003","45,455","41,026","38,336","23,144","37,526","18,021","30,991","15,601","12,858","10,092","1,622","3,147",0,0,0,0,0,0
2024-03,5호선,2517,우장산,0,0,"7,263",940,"23,317","4,617","57,442","16,172","60,429","25,135","33,620","15,835","26,773","13,904","25,212","13,527","25,638","16,805","23,588","20,048","21,497","21,488","24,960","25,715","28,917","31,812","26,481","38,656","21,041","57,590","13,632","44,127","9,836","27,622","8,104","25,042","6,970","24,656","2,147","14,358",310,"3,497",0,0,0,0,0,0
2024-03,5호선,2518,화곡,340,3,"24,829","1,513","43,109","10,875","118,282","16,524","149,208","33,309","76,748","25,818","49,544","20,826","44,112","21,305","45,786","25,055","42,962","28,336","36,148","32,778","34,516","41,239","39,072","56,831","40,747","71,176","41,256","126,268","25,328","91,979","18,527","58,216","14,965","55,198","11,368","47,926","5,026","29,494",627,"8,562",0,0,0,0,0,0
2024-03,5호선,2519,까치산,317,2,"25,419","1,526","45,933","9,034","121,654","11,910","152,203","22,096","81,367","18,898","50,690","19,075","45,393","21,404","46,034","25,905","42,541","29,035","34,573","34,693","32,216","46,484","34,009","59,267","34,268","74,878","32,494","124,580","21,381","96,250","16,401","65,032","13,781","62,532","11,410","51,700","5,255","31,204",808,"9,252",1,339,0,0,0,0
2024-03,5호선,2520,신정(은행정),140,4,"12,680",807,"24,129","3,836","63,709","9,458","75,210","13,578","38,785","8,782","22,718","7,675","19,536","7,982","19,501","9,655","18,019","11,820","14,792","13,631","13,998","18,017","15,584","23,716","16,451","30,640","16,005","49,621","8,812","37,095","6,513","24,758","5,473","24,024","4,403","22,454","1,610","12,940",218,"3,890",0,0,0,0,0,0
2024-03,5호선,2521,목동,13,0,"9,619","1,417","20,921","5,834","61,634","17,309","74,123","27,469","37,511","21,383","27,425","15,730","25,713","14,585","26,314","17,924","24,429","22,532","21,991","22,459","22,226","27,312","24,688","35,142","28,266","49,510","29,216","82,720","16,553","54,631","14,154","33,783","14,210","31,210","15,710","27,878","4,634","15,885",604,"5,098",0,0,0,0,0,0
2024-03,5호선,2522,오목교(목동운동장앞),3,0,"5,093","1,919","15,466","8,277","53,320","26,701","57,596","63,406","33,516","51,316","26,341","33,061","27,522","31,431","30,895","31,801","31,655","35,492","31,829","34,537","34,340","37,900","42,248","45,426","51,474","56,956","65,627","78,051","36,906","49,890","38,288","29,965","29,771","25,893","26,079","22,639","7,623","12,863",988,"3,629",0,0,0,0,0,0
2024-03,5호선,2523,양평,6,2,"2,384","1,018","7,118","5,580","25,619","9,728","29,655","40,545","13,975","14,471","9,181","6,579","8,660","6,035","9,573","6,280","9,323","6,929","8,340","6,939","9,358","7,996","11,400","10,217","18,061","13,898","32,665","23,677","9,370","16,669","6,735","11,715","5,267","10,662","3,597","9,914","1,571","5,918",200,"1,658",0,0,0,0,0,0
2024-03,5호선,2524,영등포구청,2,0,"1,262",763,"2,692","2,264","8,957","6,380","13,195","26,216","6,100","11,530","4,757","5,127","5,172","4,374","5,510","4,928","6,130","5,331","5,934","5,046","6,536","5,314","7,373","5,924","11,404","8,169","22,454","14,426","7,556","7,663","5,710","4,739","5,083","4,740","3,676","3,971","1,770","2,549",233,609,0,0,0,0,0,0
2024-03,5호선,2525,영등포시장,8,0,"3,290","1,052","6,489","5,188","25,131","14,535","35,566","41,238","17,111","24,486","12,382","17,656","13,529","17,856","15,540","22,763","16,564","24,923","17,432","21,053","21,797","17,406","26,373","18,152","33,099","22,416","44,518","36,181","19,608","22,567","13,802","14,208","12,822","13,405","9,367","12,645","3,867","7,680",427,"1,753",0,0,0,0,0,0
2024-03,5호선,2526,신길,64,1,"2,423",406,"4,983","2,290","17,290","4,901","25,613","15,081","11,673","6,746","7,879","3,260","6,071","3,743","6,504","3,949","5,813","4,732","5,134","4,747","5,523","5,867","6,475","7,823","9,129","12,699","13,725","20,997","5,329","13,329","4,095","10,742","3,842","10,904","3,335","10,265","1,725","6,574",215,"1,789",0,0,0,0,0,0
2024-03,5호선,2527,여의도,16,0,"3,021","2,923","3,955","25,814","10,909","141,924","15,118","216,991","12,240","85,044","13,222","40,132","20,551","39,693","22,237","37,104","27,996","43,463","35,312","35,674","43,202","33,269","59,066","32,775","144,866","36,521","173,228","41,524","75,840","19,672","65,284","10,459","49,868","8,772","28,637","7,750","9,290","4,477","1,170","2,216",1,3,0,0,0,0
2024-03,5호선,2528,여의나루,22,0,"1,240","1,368","2,767","11,506","6,738","42,232","9,950","75,522","6,037","30,592","6,747","22,921","8,959","23,215","11,475","26,074","13,885","31,823","18,762","34,910","27,786","37,140","37,901","34,559","63,776","35,539","77,680","33,394","44,160","20,100","43,318","11,395","31,558","7,983","20,138","5,653","6,774","2,810",467,925,0,0,0,0,0,0
2024-03,5호선,2529,마포,17,1,"2,606","1,403","8,936","7,665","29,948","21,383","39,465","73,251","22,722","37,054","20,244","18,707","18,733","19,359","19,962","18,005","20,676","18,761","19,476","16,706","22,255","18,864","24,236","22,993","37,141","32,533","59,271","47,003","23,444","27,894","20,228","18,079","21,875","16,289","15,630","14,140","6,578","8,830",836,"2,222",0,1,0,0,0,0
2024-03,5호선,2530,공덕,8,0,"1,848","1,110","5,781","6,993","22,289","31,600","34,349","79,326","18,388","38,807","15,641","18,128","16,622","17,992","18,354","16,921","20,896","17,931","19,099","16,285","22,380","17,648","26,780","21,266","42,067","31,884","64,357","48,015","26,561","24,800","21,160","15,174","21,893","14,018","16,373","12,727","6,910","7,234",907,"1,731",0,0,0,0,0,0
2024-03,5호선,2531,애오개,36,0,"2,465",400,"6,213","3,757","20,418","8,908","27,543","26,957","13,445","13,918","10,220","7,368","10,021","6,711","10,731","6,902","10,873","8,599","9,923","8,640","10,983","9,416","11,283","10,820","14,025","15,148","22,061","22,992","8,369","14,511","5,562","9,614","4,690","8,795","3,406","8,491","1,199","4,893",132,"2,412",3,388,0,0,0,0
2024-03,5호선,2532,충정로(경기대입구),3,0,961,295,"2,340","2,445","5,961","14,857","9,215","32,253","5,435","13,588","4,143","4,786","4,960","4,692","5,492","4,755","5,999","5,129","6,204","5,192","6,536","4,434","8,020","5,204","18,010","6,364","26,971","9,518","8,315","5,910","5,753","4,233","5,148","4,165","2,883","3,961","1,232","2,506",203,684,0,79,0,0,0,0
2024-03,5호선,2533,서대문,3,0,"3,277",990,"6,741","16,640","19,260","73,339","25,128","175,292","19,035","49,115","18,012","24,547","22,158","24,977","21,815","22,259","22,532","25,072","26,380","20,806","35,118","17,745","44,970","18,219","78,928","21,095","118,461","27,792","35,603","16,859","28,154","11,586","25,111","11,588","17,789","9,144","5,943","5,849",589,"1,781",0,13,0,0,0,0
2024-03,5호선,2534,광화문(세종문화회관),6,1,"1,098","1,276","3,543","32,226","9,394","84,891","14,222","273,310","12,001","128,140","15,479","63,702","22,281","60,832","28,372","54,804","40,491","56,793","49,538","42,293","63,297","35,048","81,937","34,253","127,708","39,408","216,274","44,314","83,039","20,879","63,989","9,773","65,526","7,884","39,579","5,841","12,572","3,115","1,365",817,0,1,0,0,0,0
2024-03,5호선,2535,종로3가,36,1,"1,520",390,"2,261","6,045","3,683","15,181","6,037","44,566","8,126","37,036","10,451","31,789","13,426","37,096","18,901","36,877","22,144","35,463","27,437","31,977","34,331","30,123","40,096","30,458","48,145","33,288","61,823","37,624","39,216","21,763","37,144","12,479","41,299","9,533","33,454","7,910","17,032","4,920","1,959","1,613",3,22,0,0,0,0
2024-03,5호선,2536,을지로4가,4,0,539,533,"1,075","5,961","2,535","18,173","4,002","44,539","4,102","19,501","4,974","12,657","6,341","12,273","7,668","11,280","9,104","10,204","10,612","9,382","12,299","8,661","14,944","7,952","27,779","7,564","38,507","7,841","15,453","4,624","10,802","2,867","8,503","2,643","5,813","1,865","2,702","1,471",381,512,0,0,0,0,0,0
2024-03,5호선,2537,동대문역사문화공원(DDP),1,0,196,236,617,"2,710","1,457","9,904","2,848","29,566","3,441","11,134","3,697","4,341","3,521","3,614","2,771","3,481","3,032","3,554","3,808","3,586","4,210","3,393","5,877","3,915","12,286","4,139","20,182","4,817","7,988","3,111","4,391","2,589","3,772","2,791","2,526","2,797","1,221","2,106",197,578,0,9,0,0,0,0
2024-03,5호선,2538,청구,5,0,"1,743",352,"2,906","1,954","7,760","4,187","11,201","14,664","7,376","8,125","5,803","4,510","5,433","4,024","5,818","4,636","5,698","4,980","5,773","5,495","5,743","5,800","7,394","6,480","8,894","8,581","13,613","11,401","8,175","7,750","5,425","5,402","4,418","4,862","3,552","4,866","1,811","2,902",261,756,0,0,0,0,0,0
2024-03,5호선,2539,신금호,30,1,"3,193",477,"7,438","3,207","20,402","9,947","29,950","12,957","16,618","8,272","10,928","6,410","9,942","7,174","10,439","7,918","9,862","9,135","10,179","10,150","9,546","12,050","13,063","14,609","11,041","18,886","11,536","26,876","7,802","18,714","5,350","12,217","4,447","11,096","3,187","10,215","1,259","6,150",277,"1,957",0,0,0,0,0,0
2024-03,5호선,2540,행당,26,1,"4,070",724,"12,109","2,592","32,711","5,072","44,761","9,260","22,821","6,648","15,443","5,521","13,485","6,474","13,479","7,743","12,281","8,883","10,488","10,489","10,704","13,145","10,319","16,092","10,456","20,950","10,423","32,069","6,887","22,137","5,209","14,628","4,071","13,709","3,246","11,943","1,192","6,920",203,"1,881",0,0,0,0,0,0
2024-03,5호선,2541,왕십리(성동구청),87,1,"2,236",588,"2,251","3,400","5,988","6,518","8,604","19,016","5,086","9,820","4,856","7,972","5,671","7,820","6,300","8,527","7,201","9,517","7,840","9,199","8,398","9,227","10,538","10,493","11,223","13,325","15,065","18,672","9,241","10,445","8,258","5,828","9,487","5,171","7,881","4,413","3,103","2,922",549,"2,007",1,653,0,0,0,0
2024-03,5호선,2542,마장,1,0,"2,667",534,"5,916","4,758","16,611","7,485","20,296","16,259","12,409","11,175","9,310","8,216","9,354","7,868","10,624","8,798","10,061","8,957","10,414","7,724","10,808","8,595","13,085","9,818","12,408","13,298","12,962","19,098","8,480","12,470","6,769","8,371","5,907","7,718","3,798","7,139","1,417","4,235",156,"1,292",0,9,0,0,0,0
2024-03,5호선,2543,답십리,40,4,"9,526","1,513","19,046","10,213","57,326","14,392","76,689","37,103","38,033","19,889","24,974","14,610","21,633","15,014","23,621","16,761","22,531","19,799","20,960","19,061","22,867","22,338","27,321","26,361","32,144","35,535","34,091","59,449","17,659","39,428","12,496","26,565","10,522","23,324","7,584","22,064","3,156","12,711",484,"4,134",1,2,0,0,0,0
2024-03,5호선,2544,장한평,46,2,"7,894","1,196","19,831","13,137","56,458","23,028","79,062","65,543","42,474","31,089","26,866","22,910","24,293","21,393","26,175","21,518","25,413","22,026","24,429","21,835","26,302","25,256","32,076","30,796","43,462","42,973","62,118","69,438","27,445","48,014","16,973","30,649","13,666","28,731","11,049","25,176","4,629","16,068",645,"4,590",0,40,0,0,0,0
2024-03,5호선,2545,군자(능동),54,5,"7,394",726,"11,369","5,244","34,576","9,418","49,164","27,835","23,998","18,794","15,879","14,588","15,016","13,837","16,750","14,931","17,502","17,009","16,273","17,492","16,477","19,685","18,790","25,333","23,470","35,907","27,924","56,468","17,294","36,543","14,911","23,230","14,775","20,783","11,920","20,540","6,550","13,099","1,150","6,165",0,"1,003",0,0,0,0
2024-03,5호선,2546,아차산(어린이대공원후문),8,0,"9,121","1,428","17,303","6,272","44,581","14,556","60,478","30,848","33,582","20,603","23,713","22,252","21,165","22,403","24,970","22,249","27,974","22,678","28,034","23,455","30,717","27,550","32,720","31,682","32,462","37,241","30,761","56,371","19,178","39,489","14,056","25,716","13,333","22,326","10,340","19,919","3,599","11,612",488,"3,432",0,0,0,0,0,0
2024-03,5호선,2547,광나루(장신대),9,0,"5,413","1,873","16,737","8,581","41,573","17,443","47,881","35,778","30,886","22,900","23,696","21,079","21,336","17,093","23,128","17,296","22,888","18,965","22,659","18,072","24,470","20,671","28,276","25,719","28,113","32,523","32,664","42,796","16,684","31,149","13,286","20,224","15,825","19,166","9,126","18,599","3,162","10,649",379,"2,643",0,1,0,0,0,0
2024-03,5호선,2548,천호(풍납토성),72,0,"7,040","2,053","12,691","16,557","31,825","20,649","39,671","40,867","25,616","37,046","24,289","30,513","28,122","30,761","32,624","32,210","33,222","36,056","36,395","35,093","41,581","37,488","48,598","40,607","53,954","46,697","57,818","60,501","39,404","41,644","34,954","25,199","26,367","22,495","19,529","19,127","9,508","11,497","1,715","3,896",0,9,0,0,0,0
2024-03,5호선,2549,강동,100,3,"10,982","1,343","20,434","11,216","56,473","27,438","70,055","45,978","38,428","26,192","28,692","20,147","26,149","19,354","27,907","20,908","26,501","25,037","25,639","24,250","28,029","26,625","31,498","31,609","41,441","37,598","43,430","57,778","22,457","43,764","15,949","30,376","13,268","28,671","9,983","24,758","4,404","16,101",724,"6,765",0,0,0,0,0,0
2024-03,5호선,2550,길동,9,0,"4,611",831,"9,410","4,899","23,413","7,847","28,090","18,775","16,747","14,425","14,576","10,264","14,329","11,310","15,709","12,764","15,276","12,305","13,815","14,740","14,594","15,977","16,122","19,624","16,702","21,588","17,843","28,406","9,985","22,554","7,125","14,378","6,587","11,568","5,220","10,481","2,224","5,963",478,"2,699",0,0,0,0,0,0
2024-03,5호선,2551,굽은다리(강동구민회관앞),6,0,"7,616",729,"13,980","3,212","36,171","7,205","38,940","14,761","22,925","11,564","18,257","10,176","16,843","11,933","17,799","12,390","16,897","13,365","15,159","15,603","14,387","16,159","15,945","22,199","16,467","25,080","16,798","37,367","10,681","30,047","8,381","19,075","8,290","15,546","6,255","15,821","2,008","8,248",366,"3,151",0,0,0,0,0,0
2024-03,5호선,2552,명일,5,0,"5,473","1,479","14,612","3,330","36,838","8,057","35,095","15,453","20,860","10,567","17,938","10,834","16,365","10,204","16,638","10,030","14,760","13,838","14,105","13,749","13,646","16,508","16,228","21,239","13,940","21,509","13,600","40,006","8,425","30,261","7,085","17,200","6,347","14,206","4,913","14,791","1,693","8,270",413,"2,890",0,15,0,0,0,0
2024-03,5호선,2553,고덕,6,1,"4,237","1,742","11,950","9,274","31,774","20,424","28,259","20,277","19,027","14,824","16,903","13,826","17,754","12,187","18,411","12,514","16,377","17,759","16,522","14,548","20,764","18,449","25,962","20,928","27,303","21,483","19,889","33,064","12,162","27,440","9,383","14,685","9,471","13,771","9,643","12,767","1,880","6,966",345,"3,018",1,69,0,0,0,0
2024-03,5호선,2554,상일동,94,2,"9,775","1,418","32,186","6,515","77,403","12,521","60,439","18,363","36,057","10,040","26,644","9,117","22,877","9,017","21,992","14,780","19,956","16,599","17,585","16,413","19,091","23,053","19,548","24,441","21,339","38,423","21,012","58,114","11,451","52,342","8,202","29,899","5,892","28,459","3,996","24,290","1,711","15,202",426,"6,787",1,"1,287",0,0,0,0
2024-03,5호선,2555,둔촌동,1,0,"4,233",906,"9,150","15,001","25,510","11,278","27,426","20,529","18,012","13,294","13,171","11,161","13,134","10,580","14,264","11,350","14,160","14,387","14,060","12,843","15,546","15,586","22,218","17,887","23,768","21,999","21,776","31,807","11,220","23,035","9,084","11,470","8,120","12,301","6,485","9,868","2,817","5,756",346,"1,741",0,0,0,0,0,0
2024-03,5호선,2556,올림픽공원(한국체대),4,0,"1,212",960,"5,631","3,858","12,560","7,272","13,158","12,274","9,179","7,406","8,563","8,369","7,971","7,742","9,333","9,622","8,760","11,201","9,255","12,927","11,416","14,196","12,928","12,945","11,978","13,014","12,182","12,371","7,012","8,931","8,572","5,774","13,546","5,618","10,627","4,450","2,613","3,447",581,974,0,0,0,0,0,0
2024-03,5호선,2557,방이,0,0,"2,502",972,"7,316","4,110","20,369","8,991","19,689","23,930","13,513","13,425","11,442","9,244","10,244","8,422","11,718","11,402","11,789","10,793","10,533","12,567","11,881","13,827","13,027","15,900","16,818","23,400","20,222","24,526","10,798","19,365","9,371","11,862","12,413","9,614","14,142","7,706","3,266","5,045",264,"1,427",0,0,0,0,0,0
2024-03,5호선,2558,오금,15,0,"1,344",448,"3,297","2,644","8,131","10,074","8,768","21,037","6,050","6,999","5,377","3,920","5,200","3,385","5,622","4,081","5,610","3,899","5,465","4,297","6,994","4,745","8,852","5,842","10,843","7,106","15,056","8,341","4,701","6,791","3,697","4,136","2,956","3,984","2,428","4,117",848,"2,774",87,897,0,0,0,0,0,0
2024-03,5호선,2559,개롱,2,0,"3,785",894,"9,054","2,695","25,357","8,354","23,803","16,460","14,454","8,525","12,026","6,802","10,810","6,780","11,147","7,567","10,473","8,617","9,006","10,274","9,735","11,152","13,257","15,411","13,846","18,100","13,618","22,214","6,911","21,189","4,967","12,198","4,761","10,009","2,747","12,072",884,"5,955",113,"2,072",0,0,0,0,0,0
2024-03,5호선,2560,거여,2,0,"6,792",687,"16,500","3,858","47,951","9,409","45,395","18,873","26,188","9,381","18,148","7,624","15,789","8,331","15,965","8,683","14,729","12,428","13,013","12,590","13,076","15,575","15,416","22,336","16,775","25,994","15,858","40,528","7,928","33,768","6,488","19,194","5,454","16,481","3,520","18,234","1,156","9,359",145,"3,359",0,0,0,0,0,0
