사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2024-03,경의선,1263,서강대,0,0,589,85,"1,783","1,346","3,338","2,853","4,274","9,630","3,497","6,651","2,938","5,470","3,070","3,944","3,555","3,578","4,083","4,323","4,104","3,702","4,458","3,663","5,858","4,475","7,182","4,783","7,082","5,162","4,236","3,832","3,810","2,393","4,309","2,632","3,776","2,171","1,566","1,295",40,247,0,0,0,0,0,0
2024-03,경의선,1265,가좌,15,1,"3,366",258,"8,185","3,070","25,732","4,186","28,599","10,873","14,008","9,820","10,436","7,573","9,756","6,965","10,660","7,093","9,059","9,032","8,622","8,927","9,430","10,543","10,705","11,969","9,969","16,147","10,378","22,026","6,285","17,643","4,678","10,737","3,977","7,268","3,103","7,382","1,181","5,615",22,638,0,1,0,0,0,0
2024-03,경의선,1267,수색,8,0,"1,616",303,"4,264","2,415","9,047","6,195","11,353","17,529","6,620","8,749","4,432","4,010","4,294","3,180","4,255","3,365","4,080","4,060","3,825","3,485","4,319","4,308","5,838","5,287","9,302","7,836","13,013","8,934","5,989","6,802","3,494","5,070","2,635","3,712","1,701","3,855",829,"2,807",15,552,0,0,0,0,0,0
2024-03,경의선,1268,한국항공대,1,0,536,416,"1,692","1,371","4,606","2,396","5,359","13,040","3,882","12,381","3,800","10,988","5,183","4,948","5,158","5,876","5,108","6,320","8,236","4,746","8,369","3,328","12,323","3,763","11,722","4,009","9,710","4,774","4,797","3,688","3,013","2,733","2,683","2,584","1,896","2,940","1,281","2,229",75,784,0,0,0,0,0,0
2024-03,경의선,1269,강매,0,0,"2,215",208,"7,624",839,"20,015","1,101","18,290","3,712","9,280","1,455","6,276","1,465","5,173","1,775","4,867","2,221","4,239","2,591","3,560","2,943","3,247","4,444","3,657","5,908","3,273","8,165","3,929","12,949","1,459","11,847","1,028","7,316",828,"6,513",488,"5,802",251,"3,484",2,"1,315",0,0,0,0,0,0
2024-03,경의선,1270,행신,2,0,"4,039","1,522","14,373","5,230","40,869","6,243","35,546","10,559","17,737","7,830","14,100","6,262","13,201","8,134","11,974","8,966","10,225","10,461","9,212","9,095","8,489","11,716","12,746","17,267","15,254","23,129","10,059","40,243","7,338","29,760","8,314","15,962","7,678","14,718","6,653","12,295","3,020","7,427",88,"2,803",0,0,0,0,0,0
2024-03,경의선,1271,능곡,96,1,"4,067",590,"9,283","2,216","23,403","3,267","20,352","7,367","11,952","4,872","8,698","4,260","8,087","4,556","7,442","5,301","7,273","5,795","6,909","5,920","6,477","7,429","7,651","9,485","8,085","12,374","7,181","17,982","3,970","14,036","2,781","9,422","2,376","8,358","1,523","7,756",725,"5,167",68,"2,843",0,0,0,0,0,0
2024-03,경의선,1272,곡산,46,0,360,89,"1,083",760,"1,877","1,643","1,814","3,180","1,224","1,198","1,158","1,042","1,018",922,835,966,932,940,"1,198",924,"1,096",923,"1,347","1,070","2,016","1,619","2,560","1,951",739,"1,300",437,781,352,807,209,583,82,487,13,66,0,0,0,0,0,0
2024-03,경의선,1273,백마,204,0,"5,401",835,"16,204","6,015","37,803","6,902","29,226","11,167","17,393","6,940","13,554","5,341","12,465","4,890","11,877","7,056","10,539","7,736","8,850","8,707","9,980","10,069","13,054","13,056","12,788","18,823","11,940","29,406","5,441","28,011","4,116","14,490","3,714","16,411","3,637","12,906","1,010","11,128",67,"1,290",0,0,0,0,0,0
2024-03,경의선,1274,풍산,399,0,"4,361",357,"11,074","3,262","25,738","4,855","22,671","8,677","15,044","6,615","11,507","5,449","10,671","7,461","9,833","8,123","9,797","7,762","9,341","8,010","9,998","9,184","11,040","11,674","11,034","16,018","9,770","21,427","5,711","18,588","4,536","12,906","5,006","11,865","2,734","9,610",853,"7,597",87,"1,398",0,0,0,0,0,0
2024-03,경의선,1275,일산,"1,255",4,"8,167",768,"26,256","3,560","55,133","8,694","40,518","20,223","25,675","10,485","19,187","8,328","18,293","10,297","18,107","12,073","16,992","13,732","15,172","14,822","15,483","17,040","22,529","19,936","15,901","29,897","14,764","42,982","8,321","40,403","6,001","20,840","4,760","22,710","4,765","18,021","1,338","11,649",137,"4,512",0,0,0,0,0,0
2024-03,경의선,1276,탄현,17,0,"6,506",482,"21,503","3,109","39,384","6,195","30,384","10,169","19,904","6,355","14,002","4,924","13,414","5,839","12,195","6,723","11,290","7,830","9,981","9,786","10,222","10,786","11,403","15,333","11,615","22,880","12,055","31,862","6,421","32,702","4,759","16,548","4,088","15,849","3,145","13,260","1,219","8,779",136,"2,765",0,0,0,0,0,0
2024-03,경의선,1277,야당,48,1,"5,746",415,"18,265","3,096","35,886","5,299","33,466","9,637","18,518","8,314","14,134","6,526","13,233","8,421","13,625","9,539","12,161","10,359","11,080","13,337","11,592","14,356","12,916","24,149","14,036","30,619","12,518","39,661","9,559","34,313","9,889","18,888","10,660","15,542","9,707","13,131","4,778","10,223",913,"2,851",0,0,0,0,0,0
2024-03,경의선,1278,운정,48,1,"4,759",783,"21,744","7,807","34,417","8,077","32,937","11,245","18,080","7,961","13,647","5,749","12,379","6,316","11,909","7,101","10,480","7,102","8,736","9,335","10,466","10,563","13,406","18,378","14,880","21,287","13,303","27,941","6,623","25,580","4,715","14,480","3,710","13,528","2,572","10,986",618,"7,562",77,"1,980",0,0,0,0,0,0
2024-03,경의선,1279,금릉,32,0,"3,366",249,"13,200","2,515","22,142","5,957","18,564","10,648","11,518","6,082","9,523","4,653","9,563","4,801","8,939","5,706","8,251","6,638","7,299","8,105","7,569","8,065","9,776","12,334","10,968","14,874","11,357","17,482","6,026","17,579","4,570","10,225","3,369","9,856","2,802","8,924",639,"5,945",59,"1,782",0,0,0,0,0,0
2024-03,경의선,1280,금촌,116,4,"3,722",270,"9,487","3,741","21,403","9,428","19,826","16,143","13,658","8,893","11,299","8,110","11,646","7,950","11,727","10,116","11,779","10,337","10,788","9,767","11,990","11,488","14,262","15,440","15,720","18,491","16,766","18,203","8,132","17,099","6,210","11,295","4,683","9,903","3,065","8,340",707,"6,058",103,"1,800",0,0,0,0,0,0
2024-03,경의선,1282,월롱,48,0,483,9,822,"2,005","1,796","8,489","2,304","11,462","2,029","4,786","2,016","2,132","2,284","1,857","3,610","2,678","3,232","1,794","2,933","1,451","5,708","1,969","7,637","2,455","10,160","2,849","10,938","2,653","3,227","2,370","3,377","2,703","2,655","2,419",975,"2,440",94,"1,776",7,662,0,0,0,0,0,0
2024-03,경의선,1283,파주,73,1,890,1,"1,343",675,"2,756","2,373","3,230","5,680","2,452","4,438","1,876","2,408","1,984","1,265","2,987","1,824","2,230","1,756","2,405","1,081","4,094","1,390","5,622","1,585","5,974","1,885","3,878","2,097","1,288","2,084",867,"1,723",807,"1,152",301,"1,100",23,771,5,337,0,0,0,0,0,0
2024-03,경의선,1284,문산,"1,052",2,"2,993",9,"7,681","2,618","16,398","7,217","16,710","15,444","12,193","5,363","9,188","6,769","9,769","7,738","9,601","7,694","9,804","8,479","9,368","7,293","10,385","10,436","10,585","10,655","14,109","12,452","12,295","14,220","5,480","13,664","4,091","9,989","3,209","7,121","2,076","7,800",183,"5,125",0,"2,595",0,0,0,0,0,0
2024-03,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,11,201,14,363,14,1,135,10,2,3,11,10,188,143,153,35,512,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03,경의선,1286,운천,0,0,0,0,0,0,0,0,0,0,11,18,57,39,0,0,17,3,2,2,0,0,11,11,21,2,100,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03,경의선,1291,서울역,2,0,635,14,"1,045","9,024","2,941","26,619","3,286","42,204","2,425","22,489","1,800","8,314","2,348","5,367","2,961","5,415","3,922","7,020","4,278","3,430","7,163","3,336","9,644","3,997","19,604","5,411","32,694","6,034","12,749","2,830","6,970","1,990","6,899","1,902",989,229,"2,717",990,0,158,0,0,0,0,0,0
2024-03,경의선,1292,공덕,38,12,646,152,"1,914","2,107","4,840","7,015","6,123","20,556","6,095","8,542","6,412","4,082","6,114","4,229","5,788","4,049","6,118","4,315","6,094","3,835","6,281","4,137","7,562","5,303","12,147","7,204","17,818","7,533","8,795","5,348","7,374","3,794","7,455","4,019","6,449","3,287","2,702","2,046",164,343,0,0,0,0,0,0
2024-03,경의선,1293,홍대입구,10,1,353,200,869,667,"1,492","1,844","1,715","7,315","1,257","6,505","1,427","5,416","1,574","4,853","2,160","5,452","2,718","6,577","3,338","6,088","3,940","5,940","5,178","6,581","6,911","6,793","7,765","7,634","6,152","5,539","5,671","2,991","6,328","2,688","6,219","2,168","2,902","1,427",105,337,0,0,0,0,0,0
2024-03,경의선,1294,디지털미디어시티,4,0,"1,224",426,"3,525","1,497","10,810","1,832","11,421","4,721","6,933","3,444","5,020","2,265","4,502","2,498","4,553","2,894","4,304","3,347","4,067","3,223","4,341","3,849","5,388","4,961","5,413","7,190","5,703","11,571","3,327","8,106","2,386","5,209","2,033","4,324","1,522","4,392",838,"3,032",53,447,0,0,0,0,0,0
2024-03,경의선,1295,김포공항,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-03,경의선,1296,계양,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2024-03,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2024-03,경춘선,1311,신내,41,3,"1,274",410,"4,481","2,355","11,991","5,272","9,591","8,339","4,889","2,780","3,800","2,199","3,508","2,296","3,625","2,108","3,319","3,035","3,303","2,538","4,039","4,418","4,470","3,894","4,974","6,151","6,888","7,061","2,960","6,381","1,682","3,580","1,418","2,706","1,321","2,668",682,"2,161",74,698,0,0,0,0,0,0
2024-03,경춘선,1312,갈매,17,0,"2,210",376,"4,492","1,028","17,741","2,869","10,550","5,422","7,363","2,839","5,103","3,034","3,830","2,094","4,520","2,373","3,582","3,382","3,556","2,674","3,609","4,895","4,056","4,897","4,141","7,016","4,868","11,295","2,529","8,467","2,185","4,921","2,732","4,114","1,861","3,148",738,"1,954",21,714,0,0,0,0,0,0
2024-03,경춘선,1313,별내,35,0,"1,735",859,"4,621","2,291","15,542","4,858","11,378","7,734","7,447","4,179","5,624","3,928","4,559","3,351","5,193","3,597","4,675","4,291","4,530","3,530","5,559","5,235","6,412","5,830","6,467","8,792","6,854","11,799","3,545","9,791","2,725","5,619","2,363","3,790","1,936","4,199","1,001","1,907",52,634,0,0,0,0,0,0
2024-03,경춘선,1314,퇴계원,4,0,"2,867",511,"5,457","1,810","19,027","3,761","13,499","5,593","9,446","3,188","6,911","3,993","5,802","2,967","6,895","3,313","5,839","3,855","4,193","4,107","4,502","5,153","4,492","6,942","5,139","10,643","6,019","11,978","2,710","11,472","2,008","6,394","1,463","4,498","1,157","5,515",482,"2,840",42,"1,025",0,0,0,0,0,0
2024-03,경춘선,1315,사릉,43,0,"1,900",598,"4,183","1,432","9,387","4,706","8,201","4,539","5,175","2,284","3,933","2,139","3,637","2,205","3,414","2,409","3,168","1,847","2,592","3,246","3,038","2,911","3,105","4,072","4,946","5,452","4,908","6,946","1,947","8,144","1,363","3,928",888,"3,033",580,"2,826",255,"1,838",17,536,0,0,0,0,0,0
2024-03,경춘선,1316,금곡,16,0,"1,468",305,"2,408","1,204","4,479","2,330","4,344","5,473","3,449","2,103","2,873","1,767","2,881","1,527","2,840","2,069","2,499","1,672","2,014","2,418","2,458","2,327","2,946","2,691","3,533","3,329","3,522","4,121","1,136","3,720",839,"1,715",620,"1,815",341,"1,642",176,"1,121",22,271,0,0,0,0,0,0
2024-03,경춘선,1317,평내호평,616,9,"5,393",696,"13,935","1,712","29,231","4,519","22,405","10,562","13,467","6,595","11,913","5,664","10,741","5,942","10,196","7,931","9,234","7,389","7,732","9,772","8,119","9,503","8,477","12,243","9,071","21,306","8,810","21,276","5,375","23,630","4,591","11,049","4,146","8,660","3,674","8,005","1,564","5,651",56,"2,599",0,0,0,0,0,0
2024-03,경춘선,1318,천마산,17,1,999,202,"3,105",667,"7,770","1,457","5,906","1,959","5,066","1,624","4,030","1,322","3,038","1,778","2,994","1,985","2,497","2,125","2,278","2,533","1,975","3,313","2,098","3,267","1,761","4,833","1,999","4,941","1,009","4,144",604,"3,065",458,"2,437",275,"1,843",115,"1,096",4,250,0,0,0,0,0,0
2024-03,경춘선,1319,마석,10,1,"1,371",355,"8,612","2,886","14,683","5,782","13,245","7,181","9,832","4,964","8,205","3,890","6,900","5,002","7,466","4,879","5,960","6,299","5,872","6,158","6,163","7,636","6,972","7,853","6,895","11,339","6,689","10,391","3,336","12,895","2,616","7,050","2,066","5,387","1,520","4,509",635,"2,074",45,955,0,0,0,0,0,0
2024-03,경춘선,1320,대성리,2,0,"4,389",96,"5,107",382,"2,118",688,"2,122","1,081","2,966",717,"3,996","1,119","3,177","1,073","1,403","1,738","1,075","3,663","1,200","8,279","1,379","4,755","1,433","3,883","1,342","3,089",999,"1,862",614,"1,948",408,754,274,361,198,343,103,297,9,10,0,0,0,0,0,0
2024-03,경춘선,1321,청평,4,1,"1,137",120,"2,002",768,"4,445","1,534","5,368","4,041","4,018","3,025","3,998","3,277","4,216","2,463","3,456","3,271","3,528","2,727","3,643","3,767","3,854","3,818","3,658","4,061","4,341","5,472","3,005","4,144","1,533","3,439","1,345","2,594",865,"1,790",446,"1,333",121,"1,243",8,266,1,2,0,0,0,0
2024-03,경춘선,1322,상천,0,0,403,19,288,168,598,224,805,728,486,803,618,837,600,801,697,600,820,419,"1,067",709,917,791,853,587,718,657,319,362,204,505,107,256,63,238,26,129,4,125,0,52,0,0,0,0,0,0
2024-03,경춘선,1323,가평,0,0,748,134,"1,482",741,"3,697","2,262","4,772","5,198","3,592","3,511","3,421","2,909","4,149","3,588","3,292","3,550","3,095","3,196","3,583","3,912","3,976","4,117","4,525","2,979","5,571","3,982","4,312","3,511","2,069","3,484","1,456","2,434","1,034","1,808",544,"1,567",271,"1,166",9,391,0,0,0,0,0,0
2024-03,경춘선,1324,굴봉산,0,0,34,0,46,15,129,81,176,198,180,264,197,667,232,452,230,296,301,226,361,238,509,161,358,182,255,130,140,141,81,115,40,96,25,46,30,56,4,47,2,10,0,0,0,0,0,0
2024-03,경춘선,1325,백양리,0,0,15,13,23,30,41,196,110,314,60,242,204,446,323,310,220,235,252,235,316,363,390,157,403,78,419,56,301,112,85,45,29,39,23,41,28,40,6,26,1,4,0,0,0,0,0,0
2024-03,경춘선,1326,강촌,4,0,309,56,273,80,378,216,562,"1,899",603,"1,431",785,"1,817",996,"1,932",806,998,"1,055",996,"1,645",967,"2,019",651,"2,513",911,"1,552",612,958,706,488,442,277,348,230,312,76,326,18,191,4,33,0,0,0,0,0,0
2024-03,경춘선,1327,김유정,7,0,74,11,153,102,594,451,641,811,514,877,522,"1,461",623,"1,604",789,"1,545","1,098","1,149","1,166",974,"1,622",802,"1,510",640,"1,460",725,965,615,324,459,235,275,134,257,37,165,19,140,10,64,0,0,0,0,0,0
2024-03,경춘선,1328,남춘천,511,2,"1,211",16,"3,426",677,"4,692","2,517","6,000","5,391","5,978","6,137","6,050","4,552","5,526","8,239","6,041","8,462","7,037","5,561","7,801","4,676","8,533","6,055","8,622","5,394","7,103","6,625","5,683","6,336","4,189","9,266","3,174","3,950","2,965","4,104","1,818","4,839",671,"2,331",8,"1,955",0,0,0,0,0,0
2024-03,경춘선,1329,춘천,309,2,650,10,"1,422",339,"1,765","1,438","2,579","4,260","2,764","5,813","2,635","4,348","2,778","4,838","3,034","4,031","4,205","3,749","4,877","2,460","6,837","3,141","7,527","2,486","5,879","2,574","4,682","2,467","2,859","3,284","1,855","1,368","1,184","1,780",700,"1,236",296,"1,329",1,588,0,0,0,0,0,0
2024-03,수인선,1873,고색,679,3,"3,131",387,"8,650","3,212","19,175","17,609","16,135","27,273","7,969","6,967","5,561","3,676","5,627","4,298","6,217","4,543","5,428","4,523","5,183","4,853","5,688","5,343","7,795","7,891","18,406","9,919","21,598","13,351","7,151","13,385","6,408","8,838","4,406","6,527","2,449","6,207",842,"3,964",8,"2,075",0,0,0,0,0,0
2024-03,수인선,1874,오목천,13,0,992,328,"6,278","1,774","15,383","5,443","16,173","15,277","9,504","8,745","7,225","5,346","7,160","4,993","8,725","5,096","7,929","6,611","6,893","4,853","9,793","6,126","13,791","8,681","11,563","8,143","11,318","14,873","5,398","9,792","3,523","5,442","3,371","5,148","2,635","6,238",891,"3,728",7,362,0,0,0,0,0,0
2024-03,수인선,1875,어천,1,0,249,96,"1,481","1,612","3,506","3,313","3,457","3,310","3,096","1,544","2,648","1,412","2,713","1,613","2,414","1,794","2,471","2,221","1,859","2,074","2,650","2,274","3,846","3,416","3,554","3,070","4,172","4,097","1,724","2,933","1,069","1,784",572,"1,886",479,"1,450",186,736,2,103,0,0,0,0,0,0
2024-03,수인선,1876,야목,0,0,126,89,681,586,"1,260",832,"1,278",735,961,397,767,507,630,413,654,438,638,485,552,398,752,582,"1,206",770,"1,202",873,956,"1,181",401,801,237,382,153,492,112,369,74,271,0,40,0,0,0,0,0,0
2024-03,수인선,1877,사리,1,0,"4,832",363,"11,365","1,760","27,399","3,536","23,795","5,442","13,041","2,836","9,584","2,997","8,385","3,075","8,438","4,020","7,979","5,277","6,119","4,921","5,788","7,130","6,665","11,161","7,412","12,869","6,942","21,449","4,216","15,407","2,716","9,962","2,387","10,455","2,595","8,466",770,"6,461",24,727,0,0,0,0,0,0
2024-03,수인선,1878,달월,0,0,9,61,58,149,164,143,191,276,86,104,85,98,138,96,91,130,98,163,175,124,170,95,371,133,382,132,"1,032",127,75,68,59,61,18,41,31,59,12,36,0,3,0,0,0,0,0,0
2024-03,수인선,1879,월곶,0,0,"1,625",285,"5,393","1,443","11,998","1,872","12,196","2,859","7,140","3,124","4,736","4,939","4,784","4,888","4,824","4,922","4,289","4,450","4,326","4,275","4,543","5,303","5,550","6,680","5,372","7,804","7,304","10,775","3,405","6,276","2,314","4,245","1,983","4,288","1,250","3,653",601,"2,073",4,335,0,0,0,0,0,0
2024-03,수인선,1880,소래포구,29,1,"2,964",461,"8,022","3,317","18,161","3,540","14,365","6,968","9,024","6,921","7,158","7,808","9,105","14,458","10,444","15,777","11,383","11,802","14,497","10,250","16,437","9,293","13,941","10,925","10,967","11,486","8,621","15,130","5,526","10,240","4,143","7,061","3,797","7,111","2,635","5,852","1,286","3,911",22,797,0,0,0,0,0,0
2024-03,수인선,1881,인천논현,8,0,"2,811",690,"7,279","4,443","16,308","8,635","14,808","13,268","9,492","9,397","8,187","6,578","8,888","7,242","9,553","8,366","8,696","9,232","8,305","9,539","9,274","10,225","10,082","13,882","11,874","17,030","12,461","20,421","7,388","13,041","7,121","8,828","7,028","7,686","5,168","5,633","2,651","4,034",13,745,0,0,0,0,0,0
2024-03,수인선,1882,호구포,2,0,"2,017",702,"3,463","6,767","7,709","17,715","8,928","21,911","5,573","4,539","4,682","2,892","5,014","3,212","5,300","3,635","4,843","3,882","4,968","4,198","4,978","4,386","6,592","5,998","15,858","6,925","16,758","8,271","5,962","6,914","5,974","5,097","3,791","4,179","2,034","3,045",993,"2,507",1,469,0,0,0,0,0,0
2024-03,수인선,1883,남동인더스파크,0,0,440,739,"1,134","4,359","1,420","17,288","2,278","19,995","1,516","3,340","1,547","1,386","1,850","1,653","1,904","1,608","1,937","1,616","2,315","1,433","2,621","1,272","4,223","1,305","14,135","1,793","10,695","1,954","4,599","2,191","4,173","1,670","1,974","1,052",552,652,136,407,1,32,0,0,0,0,0,0
2024-03,수인선,1884,원인재,32,0,"3,544",770,"7,054","2,496","15,149","6,262","17,121","8,115","9,791","4,616","7,662","4,996","7,426","5,558","7,809","6,103","7,390","6,581","6,531","6,615","7,143","8,860","7,388","10,486","8,817","13,833","8,679","17,790","5,222","12,019","4,328","8,233","3,918","7,784","2,713","6,646","1,590","4,743",50,843,0,0,0,0,0,0
2024-03,수인선,1885,연수,11,1,"3,078",938,"7,171","2,223","16,301","5,325","14,649","13,629","7,727","8,817","6,888","7,387","7,309","7,075","9,800","8,134","8,940","8,608","8,435","7,572","9,108","8,492","11,081","10,841","10,471","14,713","12,165","17,850","6,514","11,722","6,042","8,092","5,989","6,967","4,613","4,831","2,612","3,482",50,701,0,0,0,0,0,0
2024-03,수인선,1886,송도,1,0,"2,368",498,"5,031","1,553","9,707","2,561","9,256","4,275","5,173","2,550","4,264","2,416","4,344","2,918","4,944","3,981","4,968","3,476","4,373","4,035","4,889","5,037","5,147","6,097","4,944","7,440","3,964","8,709","2,479","6,068","1,840","3,686","1,306","3,604",882,"2,630",355,"1,581",2,438,0,0,0,0,0,0
2024-03,수인선,1888,인하대,59,1,"4,097",571,"11,756","3,817","25,673","5,627","20,191","23,077","10,212","14,066","9,242","17,972","10,887","10,482","11,962","12,357","12,135","11,620","13,201","11,463","15,804","11,345","21,663","14,429","21,240","20,364","17,351","25,269","9,862","14,853","8,905","10,472","8,477","9,402","6,872","6,990","4,312","5,202",95,"1,338",0,0,0,0,0,0
2024-03,수인선,1889,숭의,5,0,"3,730","1,015","6,156","3,825","13,236","8,521","11,602","11,872","7,201","5,174","6,967","4,264","7,163","4,055","7,039","5,055","6,565","5,908","6,119","5,318","7,208","5,995","8,649","8,312","10,216","9,820","9,764","11,864","5,052","7,372","3,219","5,561","2,331","5,152","1,793","3,949",942,"2,553",12,666,0,0,0,0,0,0
2024-03,수인선,1890,신포,4,0,"1,136",310,"1,579","1,221","3,733","4,460","3,373","8,888","2,235","3,481","2,022","2,941","2,579","3,424","3,066","3,713","3,248","3,715","3,981","3,469","5,178","3,585","6,570","4,210","6,158","4,292","6,576","5,749","3,213","2,627","2,593","1,908","2,115","1,595","1,420","1,272",583,791,5,238,0,0,0,0,0,0
2024-03,수인선,1891,인천,108,1,716,316,"1,062","1,071","1,921","2,809","2,037","3,983","1,833","2,175","1,757","2,928","1,676","4,735","2,138","5,214","2,561","4,928","2,767","4,678","3,683","4,116","4,049","3,668","3,103","3,420","2,644","4,132","1,728","2,793","1,198","2,149",976,"1,523",568,"1,423",132,840,1,231,0,0,0,0,0,0
2024-03,경강선,1501,판교,76,4,950,78,"2,432","7,989","6,274","17,824","4,518","35,115","2,821","24,289","3,066","13,228","5,948","9,840","4,556","7,461","5,285","6,517","7,332","6,059","12,169","5,770","11,895","7,849","20,147","7,459","29,438","7,377","19,751","5,339","18,414","2,460","11,081","1,964","7,172","1,566","2,742",872,1,279,0,0,0,0,0,0
2024-03,경강선,1502,이매,7,0,611,53,"1,867","1,288","5,290","2,830","4,117","2,783","2,165","1,732","1,713","1,146","1,739","1,174","1,634","1,163","1,538","1,421","1,546","1,443","1,780","1,762","2,381","1,950","2,291","2,983","2,353","3,249","1,381","2,529","1,249","1,325","1,371","1,354","1,059",768,359,321,10,108,0,0,0,0,0,0
2024-03,경강선,1503,삼동,0,0,"1,493",82,"5,259","1,127","14,324","2,485","13,285","2,311","8,072","1,246","4,911","1,095","3,673","1,691","3,398","1,848","2,866","2,050","2,394","3,058","2,220","3,992","2,763","4,954","3,569","7,848","3,044","9,681","1,308","8,367",991,"6,170",727,"4,368",432,"3,761",139,"1,927",21,64,0,0,0,0,0,0
2024-03,경강선,1504,경기광주,0,0,"3,115",259,"16,017","2,240","43,374","6,663","41,954","10,064","23,177","5,168","15,907","4,497","12,846","5,659","11,914","6,302","10,070","7,993","9,063","9,095","8,730","11,191","10,892","18,565","11,276","21,133","9,299","39,449","4,864","24,609","3,098","22,596","2,552","13,806","1,545","10,608",562,"8,611",2,63,0,0,0,0,0,0
2024-03,경강선,1505,초월,1,0,"1,514",205,"6,793","1,960","16,582","4,798","17,185","5,494","9,860","2,101","6,145","2,079","5,418","2,424","4,745","2,608","4,544","3,100","3,948","3,812","3,832","4,314","5,071","6,768","6,422","9,244","5,390","12,359","2,387","11,808","1,694","8,098","1,210","7,531",659,"4,948",329,"4,260",0,1,0,0,0,0,0,0
2024-03,경강선,1506,곤지암,3,0,938,143,"2,794","1,957","7,944","4,986","6,631","7,601","5,205","2,827","3,620","2,212","3,959","2,346","3,954","3,050","3,572","2,928","3,148","2,783","3,998","3,565","5,299","4,325","7,328","6,253","6,562","6,148","2,241","6,452","1,790","3,462","1,061","3,986",455,"2,557",164,"1,880",0,0,0,0,0,0,0,0
2024-03,경강선,1507,신둔도예촌,2,0,685,90,"2,960",426,"6,275","2,669","5,333","3,964","3,564","1,986","2,927","1,505","2,307","1,433","2,483","1,575","2,199","1,576","2,115","1,730","2,776","2,010","3,774","2,884","4,157","3,260","3,423","5,298","1,468","3,558","1,133","3,905",699,"2,493",253,"2,378",73,"1,526",2,6,0,0,0,0,0,0
2024-03,경강선,1508,이천,8,0,897,29,"3,632","1,701","8,726","6,276","7,995","8,827","6,339","4,470","5,668","3,712","5,084","4,947","4,953","4,246","4,743","4,690","4,737","4,836","5,374","5,637","7,305","5,754","7,449","8,571","7,826","8,204","3,970","9,594","2,987","5,633","2,818","4,681","1,200","3,961",513,"1,661",4,926,0,0,0,0,0,0
2024-03,경강선,1509,부발,14,0,"1,047",49,"3,242","1,737","7,245","6,519","6,663","5,937","4,657","2,027","3,958","2,079","4,155","2,279","3,677","2,507","3,524","2,573","3,621","2,759","3,600","3,009","4,944","4,368","7,134","5,810","5,746","5,282","3,047","6,411","1,992","4,478","1,263","4,005",789,"3,605",284,"2,684",3,"1,570",0,0,0,0,0,0
2024-03,경강선,1510,세종대왕릉,1,0,245,3,656,101,"1,000",741,"1,074",761,888,617,796,626,614,729,628,739,696,406,651,770,830,683,857,791,915,645,787,"1,242",317,762,159,673,76,417,61,280,17,299,1,83,0,0,0,0,0,0
2024-03,경강선,1511,여주,13,0,"1,975",8,"5,235",607,"8,731","3,474","7,967","5,904","6,414","5,901","6,087","3,579","5,127","4,454","5,175","4,561","5,683","4,324","6,230","4,542","7,140","5,722","7,195","5,564","6,840","6,609","5,596","8,759","3,291","8,120","2,187","6,802","1,754","5,040",832,"2,868",253,"3,977",0,"1,482",0,0,0,0,0,0
2024-03,경강선,1512,성남,38,31,12,9,47,29,62,44,83,95,96,106,177,151,283,222,262,266,293,294,367,308,446,331,350,289,259,248,249,213,168,163,144,146,98,105,77,63,18,35,4,6,0,0,0,0,0,0
